Date, Demand placed by, Demand 
2020-09-09,Demand by customer,0.00
2020-09-10,Demand by supplier,10.17
2020-09-10,Demand by retailer,5.85
2020-09-10,Demand by customer,14.52
2020-09-11,Demand by supplier,7.14
2020-09-11,Demand by retailer,11.92
2020-09-11,Demand by customer,5.10
2020-09-12,Demand by supplier,10.48
2020-09-12,Demand by retailer,7.15
2020-09-12,Demand by customer,1.86
2020-09-13,Demand by supplier,8.14
2020-09-13,Demand by retailer,4.95
2020-09-13,Demand by customer,5.57
2020-09-14,Demand by supplier,5.89
2020-09-14,Demand by retailer,7.97
2020-09-14,Demand by customer,21.60
2020-09-15,Demand by supplier,7.33
2020-09-15,Demand by retailer,17.51
2020-09-15,Demand by customer,13.05
2020-09-16,Demand by supplier,14.48
2020-09-16,Demand by retailer,14.39
2020-09-16,Demand by customer,11.56
2020-09-17,Demand by supplier,12.42
2020-09-17,Demand by retailer,14.41
2020-09-17,Demand by customer,10.52
2020-09-18,Demand by supplier,7.85
2020-09-18,Demand by retailer,17.65
2020-09-18,Demand by customer,16.04
2020-09-19,Demand by supplier,7.51
2020-09-19,Demand by retailer,16.05
2020-09-19,Demand by customer,15.11
2020-09-20,Demand by supplier,12.64
2020-09-20,Demand by retailer,11.49
2020-09-20,Demand by customer,0.53
2020-09-21,Demand by supplier,11.83
2020-09-21,Demand by retailer,3.82
2020-09-21,Demand by customer,8.15
2020-09-22,Demand by supplier,6.21
2020-09-22,Demand by retailer,8.27
2020-09-22,Demand by customer,5.21
2020-09-23,Demand by supplier,7.64
2020-09-23,Demand by retailer,7.50
2020-09-23,Demand by customer,11.39
2020-09-24,Demand by supplier,7.53
2020-09-24,Demand by retailer,10.22
2020-09-24,Demand by customer,9.40
2020-09-25,Demand by supplier,9.41
2020-09-25,Demand by retailer,9.64
2020-09-25,Demand by customer,0.00
2020-09-26,Demand by supplier,9.57
2020-09-26,Demand by retailer,6.41
2020-09-26,Demand by customer,18.06
2020-09-27,Demand by supplier,7.34
2020-09-27,Demand by retailer,14.56
2020-09-27,Demand by customer,11.69
2020-09-28,Demand by supplier,12.40
2020-09-28,Demand by retailer,12.55
2020-09-28,Demand by customer,0.00
2020-09-29,Demand by supplier,11.51
2020-09-29,Demand by retailer,6.03
2020-09-29,Demand by customer,17.99
2020-09-30,Demand by supplier,7.66
2020-09-30,Demand by retailer,14.40
2020-09-30,Demand by customer,10.68
2020-10-01,Demand by supplier,9.92
2020-10-01,Demand by retailer,14.26
2020-10-01,Demand by customer,13.17
2020-10-02,Demand by supplier,11.66
2020-10-02,Demand by retailer,12.71
2020-10-02,Demand by customer,9.99
2020-10-03,Demand by supplier,11.55
2020-10-03,Demand by retailer,11.65
2020-10-03,Demand by customer,10.92
2020-10-04,Demand by supplier,8.82
2020-10-04,Demand by retailer,13.94
2020-10-04,Demand by customer,6.14
2020-10-05,Demand by supplier,9.59
2020-10-05,Demand by retailer,11.29
2020-10-05,Demand by customer,0.00
2020-10-06,Demand by supplier,10.78
2020-10-06,Demand by retailer,3.39
2020-10-06,Demand by customer,5.30
2020-10-07,Demand by supplier,5.60
2020-10-07,Demand by retailer,5.30
2020-10-07,Demand by customer,11.00
2020-10-08,Demand by supplier,5.38
2020-10-08,Demand by retailer,9.29
2020-10-08,Demand by customer,9.97
2020-10-09,Demand by supplier,8.11
2020-10-09,Demand by retailer,9.77
2020-10-09,Demand by customer,14.34
2020-10-10,Demand by supplier,9.26
2020-10-10,Demand by retailer,12.97
2020-10-10,Demand by customer,8.99
2020-10-11,Demand by supplier,11.86
2020-10-11,Demand by retailer,10.19
2020-10-11,Demand by customer,0.00
2020-10-12,Demand by supplier,10.68
2020-10-12,Demand by retailer,6.20
2020-10-12,Demand by customer,14.88
2020-10-13,Demand by supplier,7.53
2020-10-13,Demand by retailer,12.28
2020-10-13,Demand by customer,3.85
2020-10-14,Demand by supplier,10.30
2020-10-14,Demand by retailer,8.19
2020-10-14,Demand by customer,0.02
2020-10-15,Demand by supplier,9.42
2020-10-15,Demand by retailer,9.66
2020-10-15,Demand by customer,7.31
2020-10-16,Demand by supplier,9.58
2020-10-16,Demand by retailer,10.12
2020-10-16,Demand by customer,0.00
2020-10-17,Demand by supplier,9.95
2020-10-17,Demand by retailer,9.44
2020-10-17,Demand by customer,12.13
2020-10-18,Demand by supplier,9.59
2020-10-18,Demand by retailer,11.33
2020-10-18,Demand by customer,2.95
2020-10-19,Demand by supplier,10.80
2020-10-19,Demand by retailer,5.47
2020-10-19,Demand by customer,23.39
2020-10-20,Demand by supplier,7.06
2020-10-20,Demand by retailer,18.01
2020-10-20,Demand by customer,7.75
2020-10-21,Demand by supplier,12.72
2020-10-21,Demand by retailer,12.85
2020-10-21,Demand by customer,5.55
2020-10-22,Demand by supplier,10.53
2020-10-22,Demand by retailer,10.02
2020-10-22,Demand by customer,4.84
2020-10-23,Demand by supplier,10.17
2020-10-23,Demand by retailer,6.40
2020-10-23,Demand by customer,0.00
2020-10-24,Demand by supplier,7.52
2020-10-24,Demand by retailer,4.90
2020-10-24,Demand by customer,3.29
2020-10-25,Demand by supplier,5.68
2020-10-25,Demand by retailer,7.12
2020-10-25,Demand by customer,4.08
2020-10-26,Demand by supplier,6.68
2020-10-26,Demand by retailer,9.58
2020-10-26,Demand by customer,7.12
2020-10-27,Demand by supplier,8.70
2020-10-27,Demand by retailer,10.11
2020-10-27,Demand by customer,0.00
2020-10-28,Demand by supplier,9.68
2020-10-28,Demand by retailer,9.58
2020-10-28,Demand by customer,9.78
2020-10-29,Demand by supplier,9.60
2020-10-29,Demand by retailer,9.72
2020-10-29,Demand by customer,18.68
2020-10-30,Demand by supplier,9.68
2020-10-30,Demand by retailer,15.99
2020-10-30,Demand by customer,6.45
2020-10-31,Demand by supplier,11.60
2020-10-31,Demand by retailer,11.82
2020-10-31,Demand by customer,9.14
2020-11-01,Demand by supplier,10.25
2020-11-01,Demand by retailer,11.44
2020-11-01,Demand by customer,12.57
2020-11-02,Demand by supplier,9.80
2020-11-02,Demand by retailer,13.51
2020-11-02,Demand by customer,3.83
2020-11-03,Demand by supplier,9.71
2020-11-03,Demand by retailer,9.42
2020-11-03,Demand by customer,6.42
2020-11-04,Demand by supplier,9.50
2020-11-04,Demand by retailer,8.57
2020-11-04,Demand by customer,16.37
2020-11-05,Demand by supplier,8.84
2020-11-05,Demand by retailer,14.03
2020-11-05,Demand by customer,10.94
2020-11-06,Demand by supplier,12.21
2020-11-06,Demand by retailer,12.13
2020-11-06,Demand by customer,0.86
2020-11-07,Demand by supplier,10.46
2020-11-07,Demand by retailer,5.93
2020-11-07,Demand by customer,0.00
2020-11-08,Demand by supplier,7.28
2020-11-08,Demand by retailer,2.99
2020-11-08,Demand by customer,24.00
2020-11-09,Demand by supplier,4.27
2020-11-09,Demand by retailer,17.70
2020-11-09,Demand by customer,12.84
2020-11-10,Demand by supplier,13.69
2020-11-10,Demand by retailer,14.29
2020-11-10,Demand by customer,0.00
2020-11-11,Demand by supplier,14.12
2020-11-11,Demand by retailer,4.29
2020-11-11,Demand by customer,10.81
2020-11-12,Demand by supplier,7.23
2020-11-12,Demand by retailer,8.85
2020-11-12,Demand by customer,14.55
2020-11-13,Demand by supplier,7.31
2020-11-13,Demand by retailer,13.88
2020-11-13,Demand by customer,10.58
2020-11-14,Demand by supplier,11.78
2020-11-14,Demand by retailer,11.08
2020-11-14,Demand by customer,0.00
2020-11-15,Demand by supplier,11.28
2020-11-15,Demand by retailer,3.32
2020-11-15,Demand by customer,22.68
2020-11-16,Demand by supplier,5.70
2020-11-16,Demand by retailer,16.88
2020-11-16,Demand by customer,14.06
2020-11-17,Demand by supplier,11.70
2020-11-17,Demand by retailer,16.42
2020-11-17,Demand by customer,8.41
2020-11-18,Demand by supplier,11.77
2020-11-18,Demand by retailer,13.33
2020-11-18,Demand by customer,14.69
2020-11-19,Demand by supplier,11.43
2020-11-19,Demand by retailer,15.01
2020-11-19,Demand by customer,8.24
2020-11-20,Demand by supplier,7.43
2020-11-20,Demand by retailer,16.78
2020-11-20,Demand by customer,7.46
2020-11-21,Demand by supplier,10.44
2020-11-21,Demand by retailer,12.91
2020-11-21,Demand by customer,16.21
2020-11-22,Demand by supplier,11.37
2020-11-22,Demand by retailer,14.64
2020-11-22,Demand by customer,0.00
2020-11-23,Demand by supplier,11.42
2020-11-23,Demand by retailer,6.64
2020-11-23,Demand by customer,17.03
2020-11-24,Demand by supplier,8.07
2020-11-24,Demand by retailer,13.91
2020-11-24,Demand by customer,12.74
2020-11-25,Demand by supplier,10.28
2020-11-25,Demand by retailer,14.28
2020-11-25,Demand by customer,15.33
2020-11-26,Demand by supplier,11.05
2020-11-26,Demand by retailer,14.51
2020-11-26,Demand by customer,16.45
2020-11-27,Demand by supplier,11.31
2020-11-27,Demand by retailer,14.76
2020-11-27,Demand by customer,21.05
2020-11-28,Demand by supplier,9.04
2020-11-28,Demand by retailer,17.11
2020-11-28,Demand by customer,20.25
2020-11-29,Demand by supplier,9.92
2020-11-29,Demand by retailer,14.57
2020-11-29,Demand by customer,16.30
2020-11-30,Demand by supplier,10.71
2020-11-30,Demand by retailer,14.69
2020-11-30,Demand by customer,7.26
2020-12-01,Demand by supplier,11.14
2020-12-01,Demand by retailer,11.85
2020-12-01,Demand by customer,14.95
2020-12-02,Demand by supplier,9.67
2020-12-02,Demand by retailer,15.98
2020-12-02,Demand by customer,6.64
2020-12-03,Demand by supplier,9.86
2020-12-03,Demand by retailer,13.68
2020-12-03,Demand by customer,3.25
2020-12-04,Demand by supplier,10.46
2020-12-04,Demand by retailer,8.46
2020-12-04,Demand by customer,13.34
2020-12-05,Demand by supplier,9.05
2020-12-05,Demand by retailer,11.88
2020-12-05,Demand by customer,12.66
2020-12-06,Demand by supplier,11.03
2020-12-06,Demand by retailer,12.42
2020-12-06,Demand by customer,18.61
2020-12-07,Demand by supplier,10.53
2020-12-07,Demand by retailer,15.30
2020-12-07,Demand by customer,0.00
2020-12-08,Demand by supplier,10.49
2020-12-08,Demand by retailer,7.98
2020-12-08,Demand by customer,14.41
2020-12-09,Demand by supplier,8.72
2020-12-09,Demand by retailer,12.48
2020-12-09,Demand by customer,14.94
2020-12-10,Demand by supplier,11.08
2020-12-10,Demand by retailer,14.29
2020-12-10,Demand by customer,10.98
2020-12-11,Demand by supplier,10.70
2020-12-11,Demand by retailer,14.60
2020-12-11,Demand by customer,20.75
2020-12-12,Demand by supplier,10.56
2020-12-12,Demand by retailer,15.12
2020-12-12,Demand by customer,3.97
2020-12-13,Demand by supplier,9.28
2020-12-13,Demand by retailer,11.79
2020-12-13,Demand by customer,12.62
2020-12-14,Demand by supplier,10.54
2020-12-14,Demand by retailer,12.87
2020-12-14,Demand by customer,7.57
2020-12-15,Demand by supplier,10.65
2020-12-15,Demand by retailer,10.67
2020-12-15,Demand by customer,10.13
2020-12-16,Demand by supplier,10.58
2020-12-16,Demand by retailer,10.37
2020-12-16,Demand by customer,3.33
2020-12-17,Demand by supplier,9.66
2020-12-17,Demand by retailer,6.20
2020-12-17,Demand by customer,9.25
2020-12-18,Demand by supplier,7.23
2020-12-18,Demand by retailer,8.34
2020-12-18,Demand by customer,15.04
2020-12-19,Demand by supplier,8.00
2020-12-19,Demand by retailer,13.03
2020-12-19,Demand by customer,11.11
2020-12-20,Demand by supplier,11.52
2020-12-20,Demand by retailer,11.69
2020-12-20,Demand by customer,12.72
2020-12-21,Demand by supplier,11.63
2020-12-21,Demand by retailer,12.41
2020-12-21,Demand by customer,4.81
2020-12-22,Demand by supplier,10.08
2020-12-22,Demand by retailer,9.18
2020-12-22,Demand by customer,21.57
2020-12-23,Demand by supplier,8.61
2020-12-23,Demand by retailer,15.89
2020-12-23,Demand by customer,5.31
2020-12-24,Demand by supplier,10.66
2020-12-24,Demand by retailer,11.54
2020-12-24,Demand by customer,10.41
2020-12-25,Demand by supplier,11.27
2020-12-25,Demand by retailer,10.75
2020-12-25,Demand by customer,14.46
2020-12-26,Demand by supplier,10.50
2020-12-26,Demand by retailer,13.75
2020-12-26,Demand by customer,8.98
2020-12-27,Demand by supplier,9.18
2020-12-27,Demand by retailer,14.01
2020-12-27,Demand by customer,15.67
2020-12-28,Demand by supplier,10.22
2020-12-28,Demand by retailer,14.46
2020-12-28,Demand by customer,11.66
2020-12-29,Demand by supplier,10.96
2020-12-29,Demand by retailer,14.64
2020-12-29,Demand by customer,22.40
2020-12-30,Demand by supplier,10.64
2020-12-30,Demand by retailer,15.36
2020-12-30,Demand by customer,14.20
2020-12-31,Demand by supplier,9.63
2020-12-31,Demand by retailer,16.06
2020-12-31,Demand by customer,13.12
2021-01-01,Demand by supplier,10.05
2021-01-01,Demand by retailer,14.93
2021-01-01,Demand by customer,4.55
2021-01-02,Demand by supplier,10.69
2021-01-02,Demand by retailer,10.45
2021-01-02,Demand by customer,13.58
2021-01-03,Demand by supplier,10.52
2021-01-03,Demand by retailer,12.64
2021-01-03,Demand by customer,17.42
2021-01-04,Demand by supplier,10.03
2021-01-04,Demand by retailer,15.77
2021-01-04,Demand by customer,13.23
2021-01-05,Demand by supplier,10.05
2021-01-05,Demand by retailer,15.16
2021-01-05,Demand by customer,3.67
2021-01-06,Demand by supplier,10.51
2021-01-06,Demand by retailer,10.25
2021-01-06,Demand by customer,6.39
2021-01-07,Demand by supplier,10.32
2021-01-07,Demand by retailer,7.54
2021-01-07,Demand by customer,8.61
2021-01-08,Demand by supplier,8.37
2021-01-08,Demand by retailer,8.29
2021-01-08,Demand by customer,10.40
2021-01-09,Demand by supplier,8.31
2021-01-09,Demand by retailer,9.77
2021-01-09,Demand by customer,0.42
2021-01-10,Demand by supplier,9.32
2021-01-10,Demand by retailer,3.22
2021-01-10,Demand by customer,23.53
2021-01-11,Demand by supplier,5.04
2021-01-11,Demand by retailer,17.44
2021-01-11,Demand by customer,9.53
2021-01-12,Demand by supplier,13.73
2021-01-12,Demand by retailer,11.90
2021-01-12,Demand by customer,11.03
2021-01-13,Demand by supplier,12.23
2021-01-13,Demand by retailer,11.51
2021-01-13,Demand by customer,7.09
2021-01-14,Demand by supplier,10.19
2021-01-14,Demand by retailer,9.95
2021-01-14,Demand by customer,9.91
2021-01-15,Demand by supplier,6.58
2021-01-15,Demand by retailer,13.35
2021-01-15,Demand by customer,23.80
2021-01-16,Demand by supplier,11.32
2021-01-16,Demand by retailer,11.49
2021-01-16,Demand by customer,3.48
2021-01-17,Demand by supplier,11.44
2021-01-17,Demand by retailer,5.88
2021-01-17,Demand by customer,6.51
2021-01-18,Demand by supplier,7.54
2021-01-18,Demand by retailer,6.32
2021-01-18,Demand by customer,2.84
2021-01-19,Demand by supplier,6.68
2021-01-19,Demand by retailer,8.32
2021-01-19,Demand by customer,6.27
2021-01-20,Demand by supplier,7.82
2021-01-20,Demand by retailer,8.38
2021-01-20,Demand by customer,20.99
2021-01-21,Demand by supplier,8.20
2021-01-21,Demand by retailer,17.21
2021-01-21,Demand by customer,5.70
2021-01-22,Demand by supplier,14.52
2021-01-22,Demand by retailer,9.15
2021-01-22,Demand by customer,6.91
2021-01-23,Demand by supplier,10.48
2021-01-23,Demand by retailer,7.86
2021-01-23,Demand by customer,0.00
2021-01-24,Demand by supplier,8.61
2021-01-24,Demand by retailer,5.73
2021-01-24,Demand by customer,7.59
2021-01-25,Demand by supplier,6.59
2021-01-25,Demand by retailer,9.09
2021-01-25,Demand by customer,11.74
2021-01-26,Demand by supplier,8.33
2021-01-26,Demand by retailer,10.95
2021-01-26,Demand by customer,6.68
2021-01-27,Demand by supplier,10.16
2021-01-27,Demand by retailer,7.96
2021-01-27,Demand by customer,7.32
2021-01-28,Demand by supplier,8.61
2021-01-28,Demand by retailer,9.18
2021-01-28,Demand by customer,15.78
2021-01-29,Demand by supplier,9.00
2021-01-29,Demand by retailer,13.80
2021-01-29,Demand by customer,13.86
2021-01-30,Demand by supplier,12.36
2021-01-30,Demand by retailer,13.85
2021-01-30,Demand by customer,9.41
2021-01-31,Demand by supplier,10.83
2021-01-31,Demand by retailer,13.31
2021-01-31,Demand by customer,4.61
2021-02-01,Demand by supplier,9.28
2021-02-01,Demand by retailer,10.51
2021-02-01,Demand by customer,0.00
2021-02-02,Demand by supplier,9.08
2021-02-02,Demand by retailer,4.78
2021-02-02,Demand by customer,22.01
2021-02-03,Demand by supplier,6.06
2021-02-03,Demand by retailer,16.84
2021-02-03,Demand by customer,0.00
2021-02-04,Demand by supplier,13.62
2021-02-04,Demand by retailer,5.05
2021-02-04,Demand by customer,14.70
2021-02-05,Demand by supplier,7.61
2021-02-05,Demand by retailer,11.81
2021-02-05,Demand by customer,8.75
2021-02-06,Demand by supplier,10.55
2021-02-06,Demand by retailer,9.67
2021-02-06,Demand by customer,4.97
2021-02-07,Demand by supplier,9.55
2021-02-07,Demand by retailer,6.75
2021-02-07,Demand by customer,16.39
